"","stationcode","datetimestamp","monitoringprogram","replicate","F_Record","PO4F","F_PO4F","TP","F_TP","NH4F","F_NH4F","NO2F","F_NO2F","NO3F","F_NO3F","NO23F","F_NO23F","DIN","F_DIN","TN","F_TN","TKN","F_TKN","TON","FTON","CHLA_N1","F_CHLAN1","2CHLA","F_2CHLA","UncCHLa_N1","F_UncCHLa_N1","2UncCHLa","F_2UncCHLa","PHEA1","F_PHEA1","2PHEA","F_2PHEA","TSS","F_TSS","FECCOL_CFU","F_FECCOL_CFU","ECOLI_MPN","F_ECOLI_MPN","WTEM_N","FWTEM_N","SPC","F_SPC","DO_N","F_DO_N","PH","F_PH","SECCHI","F_SECCHI","DOC","F_DOC","TKN_F","F_TKN_F","DON","F_DON","NP"
"95","gtmpcnut",2018-11-06 10:30:00,"2","11",NA,"0.024",NA,0.068,NA,0.026,NA,"0.002","I","0.012",NA,0.014,NA,0.04,NA,0.584,NA,0.57,NA,0.544,NA,"4.7",NA,NA,NA,"5.8",NA,NA,NA,"1.6","I",NA,NA,"14",NA,"64","AQ",NA,NA,"24.045",NA,"38283.7",NA,"5.51",NA,"7.76",NA,NA,NA,"8.8",NA,NA,NA,NA,NA,8.58823529411765
"96","gtmpcnut",2018-12-04 10:30:00,"2","11",NA,"0.026",NA,0.059,NA,0.009,NA,"0.003","I","0.27",NA,0.27,NA,0.279,NA,0.91,NA,0.64,NA,0.631,NA,"3.1",NA,NA,NA,"4.4",NA,NA,NA,"2.0",NA,NA,NA,"17",NA,"26","BQ",NA,NA,"20.676",NA,"32863.7",NA,"6.28",NA,"7.72",NA,NA,NA,"13",NA,NA,NA,NA,NA,15.4237288135593
"97","gtmpcnut",2018-01-15 12:00:00,"2","2",NA,"0.034","Q",0.07,NA,0.036,NA,"0.006","QJ","0.009","IQJ",0.015,NA,0.051,NA,0.775,NA,0.76,NA,0.724,NA,"1.8","Q",NA,NA,"2.6","Q",NA,NA,"1.1","IQ",NA,NA,"10",NA,"No Result","OQ",NA,NA,"10.72",NA,"13600.0",NA,"9.69",NA,"7.55",NA,NA,NA,"24",NA,NA,NA,NA,NA,11.0714285714286
"98","gtmpcnut",2018-02-12 12:00:00,"2","2",NA,"0.040","Q",0.075,NA,0.023,NA,"0.003","UQ","0.025","Q",0.025,NA,0.048,NA,0.885,NA,0.86,NA,0.837,NA,"1.4","IQ",NA,NA,"2.0","Q",NA,NA,"0.85","IQ",NA,NA,"6","I","No Result","Q",NA,NA,"20.339",NA,"1171.5",NA,"7.4",NA,"6.66",NA,NA,NA,"32",NA,NA,NA,NA,NA,11.8
"99","gtmpcnut",2018-03-26 12:00:00,"2","2",NA,"0.022",NA,0.065,NA,0.01,NA,"0.002","UQ","0.004","UQ",0.004,"U",0.014,NA,0.404,NA,0.4,NA,0.39,NA,"5.6",NA,NA,NA,"7.1",NA,NA,NA,"2.2",NA,NA,NA,"14",NA,"59","AQ",NA,NA,"20.295",NA,"36131",NA,"6.68",NA,"7.77",NA,NA,NA,"6.7",NA,NA,NA,NA,NA,6.21538461538462
"100","gtmpcnut",2018-04-24 12:00:00,"2","2",NA,"0.041",NA,0.082,NA,0.034,NA,"0.007","QJ","0.012","QJ",0.019,NA,0.053,NA,0.939,NA,0.92,NA,0.886,NA,"3.5",NA,NA,NA,"4.2",NA,NA,NA,"1.0","I",NA,NA,"11",NA,"230","Q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,11.4512195121951
"101","gtmpcnut",2018-05-28 12:00:00,"2","2",NA,"0.046",NA,0.1,NA,0.01,NA,"0.003","U","0.019",NA,0.019,NA,0.029,NA,1.219,NA,1.2,NA,1.19,NA,"4.2","A",NA,NA,"5.8","A",NA,NA,"2.3","A",NA,NA,"11",NA,"225","AQ",NA,NA,"26.009",NA,"574.5",NA,"5.11",NA,"6.63",NA,NA,NA,"43",NA,NA,NA,NA,NA,12.19
"102","gtmpcnut",2018-06-11 12:00:00,"2","2",NA,"0.043","Q",0.073,NA,0.022,NA,"0.003","U","0.018",NA,0.02,NA,0.042,NA,1.32,NA,1.3,NA,1.278,NA,"2.1","I",NA,NA,"2.7",NA,NA,NA,"0.93","I",NA,NA,"6","I","58","Q",NA,NA,"26.899",NA,"314.1",NA,"4.48",NA,"6.41",NA,NA,NA,"40",NA,NA,NA,NA,NA,18.0821917808219
"103","gtmpcnut",2018-07-23 12:00:00,"2","2",NA,"0.040",NA,0.086,NA,0.074,NA,"0.007","AJ","0.028","AJ",0.035,NA,0.109,NA,0.855,NA,0.82,NA,0.746,NA,"6.8",NA,NA,NA,"9.1",NA,NA,NA,"3.5",NA,NA,NA,"12",NA,"48","Q",NA,NA,"26.214",NA,"15605.9",NA,"4.08",NA,"7.12",NA,NA,NA,"22",NA,NA,NA,NA,NA,9.94186046511628
"104","gtmpcnut",2018-08-06 12:00:00,"2","2",NA,"0.031","Q",0.059,NA,0.006,NA,"0.003","U","0.008","I",0.008,"I",0.014,NA,1.108,NA,1.1,NA,1.094,NA,"0.94","IQ",NA,NA,"1.3","Q",NA,NA,"0.51","IQ",NA,NA,"4","I","190","BQ",NA,NA,"27.901",NA,"113.7",NA,"4.55",NA,"6.21",NA,NA,NA,"43",NA,NA,NA,NA,NA,18.7796610169492
"105","gtmpcnut",2018-09-04 12:00:00,"2","2",NA,"0.050",NA,0.082,NA,0.003,"I","0.004","IQ","0.053","Q",0.056,NA,0.059,NA,0.826,NA,0.77,NA,0.767,NA,"6.8",NA,NA,NA,"8.5",NA,NA,NA,"2.3",NA,NA,NA,"7","I","300","BQ",NA,NA,"28.667",NA,"901.3",NA,"4.62",NA,"7.05",NA,NA,NA,"24",NA,NA,NA,NA,NA,10.0731707317073
"106","gtmpcnut",2018-10-22 12:00:00,"2","2",NA,"0.038",NA,0.076,NA,0.06,NA,"0.005","IQ","0.023","Q",0.027,NA,0.087,NA,0.657,NA,0.63,NA,0.57,NA,"13","Q",NA,NA,"19","Q",NA,NA,"9.2","Q",NA,NA,"109",NA,"48","Q",NA,NA,"21.96",NA,"31209.7",NA,"6.65",NA,"7.6",NA,NA,NA,"15",NA,NA,NA,NA,NA,8.64473684210526
"107","gtmpcnut",2018-11-05 12:00:00,"2","2",NA,"0.029","Q",0.087,NA,0.033,NA,"0.003","IQ","0.014","Q",0.017,NA,0.05,NA,0.657,NA,0.64,NA,0.607,NA,"4.7","Q",NA,NA,"6.4","Q",NA,NA,"2.4","IQ",NA,NA,"30",NA,"No Result","O",NA,NA,"22.619",NA,"33750.4",NA,"6",NA,"7.74",NA,NA,NA,"12",NA,NA,NA,NA,NA,7.55172413793104
"108","gtmpcnut",2018-12-03 12:00:00,"2","2",NA,"0.032",NA,0.063,NA,0.03,NA,"0.005","IJ","0.27","J",0.28,NA,0.31,NA,1.1,NA,0.82,NA,0.79,NA,"1.9","I",NA,NA,"2.3","I",NA,NA,"1.2","U",NA,NA,"8","I","92","Q",NA,NA,"19.425",NA,"13025.7",NA,"6.92",NA,"7.05",NA,NA,NA,"26",NA,NA,NA,NA,NA,17.4603174603175
"109","gtmpcnut",2018-01-15 14:30:00,"2","3",NA,"0.036",NA,0.08,NA,0.028,NA,"0.003","U","0.018",NA,0.019,NA,0.047,NA,1.119,NA,1.1,NA,1.072,NA,"1.1","I",NA,NA,"1.9",NA,NA,NA,"1.1","I",NA,NA,"15",NA,"240","Q",NA,NA,"13.57",NA,"809.5",NA,"8.26",NA,"6.87",NA,NA,NA,"32",NA,NA,NA,NA,NA,13.9875
"110","gtmpcnut",2018-02-12 14:30:00,"2","3",NA,"0.041",NA,0.07,NA,0.02,NA,"0.003","U","0.023",NA,0.023,NA,0.043,NA,0.873,NA,0.85,NA,0.83,NA,"0.79","I",NA,NA,"1.1","I",NA,NA,"0.51","I",NA,NA,"6","I","260","Q",NA,NA,"20.256",NA,"2104.5",NA,"7.33",NA,"6.73",NA,NA,NA,"32",NA,NA,NA,NA,NA,12.4714285714286
"111","gtmpcnut",2018-03-26 14:30:00,"2","3",NA,"0.026",NA,0.066,NA,0.009,NA,"0.002","U","0.005","I",0.007,"I",0.016,NA,0.367,NA,0.36,"I",0.351,NA,"7.8",NA,NA,NA,"9.4",NA,NA,NA,"2.2",NA,NA,NA,"10","I","180","BQ",NA,NA,"20.383",NA,"25910",NA,"6.76",NA,"7.53",NA,NA,NA,"8.4",NA,NA,NA,NA,NA,5.56060606060606
"112","gtmpcnut",2018-04-24 14:30:00,"2","3",NA,"0.044",NA,0.085,NA,0.013,NA,"0.003","U","0.029",NA,0.032,NA,0.045,NA,1.022,NA,0.99,NA,0.977,NA,"4.7",NA,NA,NA,"5.9",NA,NA,NA,"1.7",NA,NA,NA,"9","I","270","Q",NA,NA,"23.968",NA,"3115.2",NA,"5.49",NA,"7.84",NA,NA,NA,"32",NA,NA,NA,NA,NA,12.0235294117647
"113","gtmpcnut",2018-05-28 14:30:00,"2","3",NA,"0.047",NA,0.087,NA,0.016,NA,"0.003","U","0.019",NA,0.019,NA,0.035,NA,1.219,NA,1.2,NA,1.184,NA,"2.8","Q",NA,NA,"4.0","Q",NA,NA,"1.7","IQ",NA,NA,"9","I","140","BQ",NA,NA,"26.273",NA,"234.4",NA,"4.81",NA,"6.55",NA,NA,NA,"42",NA,NA,NA,NA,NA,14.0114942528736
"114","gtmpcnut",2018-06-11 14:30:00,"2","3",NA,"0.041",NA,0.069,NA,0.018,NA,"0.003","U","0.017",NA,0.018,NA,0.036,NA,1.118,NA,1.1,NA,1.082,NA,"1.1","UQ",NA,NA,"1.1","IQ",NA,NA,"0.80","UQ",NA,NA,"4","I","150","BQ",NA,NA,"26.756",NA,"176.8",NA,"4.57",NA,"6.34",NA,NA,NA,"40",NA,NA,NA,NA,NA,16.2028985507246
"115","gtmpcnut",2018-07-23 14:30:00,"2","3",NA,"0.040",NA,0.086,NA,0.029,NA,"0.008",NA,"0.029",NA,0.038,NA,0.067,NA,0.858,NA,0.82,NA,0.791,NA,"5.3",NA,NA,NA,"6.7",NA,NA,NA,"1.9",NA,NA,NA,"8","I","100","Q",NA,NA,"21.187",NA,"7530.5",NA,"4.27",NA,"6.98",NA,NA,NA,"25",NA,NA,NA,NA,NA,9.97674418604651
"116","gtmpcnut",2018-08-06 14:30:00,"2","3",NA,"0.031",NA,0.06,NA,0.007,NA,"0.003","U","0.007","I",0.007,"I",0.014,NA,1.107,NA,1.1,NA,1.093,NA,"0.88","I",NA,NA,"1.2","I",NA,NA,"0.40","U",NA,NA,"4","I","200","BQ",NA,NA,"28.944",NA,"120.9",NA,"4.47",NA,"6.24",NA,NA,NA,"43",NA,NA,NA,NA,NA,18.45
"117","gtmpcnut",2018-09-04 14:30:00,"2","3",NA,"0.049",NA,0.095,NA,0.003,"I","0.003","I","0.047",NA,0.05,NA,0.053,NA,0.9,NA,0.85,NA,0.847,NA,"8.4","A",NA,NA,"10","A",NA,NA,"2.2","A",NA,NA,"8","I","91","BQ",NA,NA,"29.993",NA,"946.9",NA,"5.24",NA,"7.07",NA,NA,NA,"24",NA,NA,NA,NA,NA,9.47368421052632
"118","gtmpcnut",2018-10-22 14:30:00,"2","3",NA,"0.043",NA,0.079,NA,0.043,NA,"0.007","J","0.025","J",0.032,NA,0.075,NA,0.882,NA,0.85,NA,0.807,NA,"6.2",NA,NA,NA,"8.9",NA,NA,NA,"4.1",NA,NA,NA,"26",NA,"140","BQ",NA,NA,"24.092",NA,"15314.2",NA,"5.69",NA,"7.08",NA,NA,NA,"24",NA,NA,NA,NA,NA,11.1645569620253
"119","gtmpcnut",2018-11-05 14:30:00,"2","3",NA,"0.034","Q",0.069,NA,0.022,NA,"0.005","Q","0.017","Q",0.022,NA,0.044,NA,0.722,NA,0.7,NA,0.678,NA,"2.4","IQ",NA,NA,"3.1","Q",NA,NA,"1.2","UQ",NA,NA,"11",NA,"No Result","O",NA,NA,"22.741",NA,"11579.2",NA,"5.76",NA,"7.21",NA,NA,NA,"21",NA,NA,NA,NA,NA,10.463768115942
"120","gtmpcnut",2018-12-03 14:30:00,"2","3",NA,"0.032",NA,0.061,NA,0.018,NA,"0.005",NA,"0.25",NA,0.26,NA,0.278,NA,1.07,NA,0.81,NA,0.792,NA,"1.1","U",NA,NA,"1.3","I",NA,NA,"1.2","U",NA,NA,"6","I","150","BQ",NA,NA,"19.215",NA,"5573.9",NA,"7.18",NA,"6.99",NA,NA,NA,"29",NA,NA,NA,NA,NA,17.5409836065574
"121","gtmpcnut",2018-01-15 17:00:00,"2","4",NA,"0.036",NA,0.065,NA,0.024,NA,"0.003","U","0.014",NA,0.015,NA,0.039,NA,1.115,NA,1.1,NA,1.076,NA,"0.56","I",NA,NA,"0.92","I",NA,NA,"0.56","I",NA,NA,"6","I","300","Q",NA,NA,"13.73",NA,"379.8",NA,"8.06",NA,"6.75",NA,NA,NA,"33",NA,NA,NA,NA,NA,17.1538461538462
"122","gtmpcnut",2018-02-12 17:00:00,"2","4",NA,"0.041",NA,0.069,NA,0.02,NA,"0.003","U","0.023",NA,0.023,NA,0.043,NA,0.893,NA,0.87,NA,0.85,NA,"0.59","I",NA,NA,"0.86","I",NA,NA,"0.40","I",NA,NA,"4","I","200","BQ",NA,NA,"19.667",NA,"372.9",NA,"6.9",NA,"6.61",NA,NA,NA,"31",NA,NA,NA,NA,NA,12.9420289855072
"123","gtmpcnut",2018-03-26 17:00:00,"2","4",NA,"0.024",NA,0.06,NA,0.006,NA,"0.002","U","0.005","I",0.006,"I",0.012,NA,0.476,NA,0.47,NA,0.464,NA,"7.6",NA,NA,NA,"9.6",NA,NA,NA,"2.9",NA,NA,NA,"20",NA,"140","BQ",NA,NA,"20.37",NA,"33624",NA,"6.82",NA,"7.67",NA,NA,NA,"7.0",NA,NA,NA,NA,NA,7.93333333333333
"124","gtmpcnut",2018-04-24 17:00:00,"2","4",NA,"0.034",NA,0.085,NA,0.015,NA,"0.008",NA,"0.009","I",0.017,NA,0.032,NA,0.957,NA,0.94,NA,0.925,NA,"4.5",NA,NA,NA,"6.0",NA,NA,NA,"2.1",NA,NA,NA,"15",NA,"170","BQ",NA,NA,"24.986",NA,"16391.9",NA,"5.81",NA,"8.23",NA,NA,NA,"27",NA,NA,NA,NA,NA,11.2588235294118
"125","gtmpcnut",2018-05-28 17:00:00,"2","4",NA,"0.046",NA,0.087,NA,0.017,NA,"0.003","U","0.018",NA,0.019,NA,0.036,NA,1.219,NA,1.2,NA,1.183,NA,"3.2",NA,NA,NA,"4.4",NA,NA,NA,"1.8","I",NA,NA,"10",NA,"180","BQ",NA,NA,"26.644",NA,"216.2",NA,"5.02",NA,"6.57",NA,NA,NA,"41",NA,NA,NA,NA,NA,14.0114942528736
"126","gtmpcnut",2018-06-11 17:00:00,"2","4",NA,"0.040",NA,0.08,NA,0.014,NA,"0.003","U","0.017",NA,0.018,NA,0.032,NA,1.218,NA,1.2,NA,1.186,NA,"4.9",NA,NA,NA,"6.1",NA,NA,NA,"1.6","I",NA,NA,"10",NA,"100","Q",NA,NA,"26.785",NA,"193.6",NA,"5.15",NA,"6.4",NA,NA,NA,"40",NA,NA,NA,NA,NA,15.225
"127","gtmpcnut",2018-07-23 17:00:00,"2","4",NA,"0.039",NA,0.072,NA,0.015,NA,"0.003","U","0.044",NA,0.047,NA,0.062,NA,0.987,NA,0.94,NA,0.925,NA,"9.5",NA,NA,NA,"12",NA,NA,NA,"2.8",NA,NA,NA,"10","I","100","Q",NA,NA,"29.965",NA,"3862.3",NA,"5.5",NA,"6.97",NA,NA,NA,"25",NA,NA,NA,NA,NA,13.7083333333333
"128","gtmpcnut",2018-08-06 17:00:00,"2","4",NA,"0.036",NA,0.065,NA,0.006,NA,"0.003","U","0.009","I",0.009,"I",0.015,NA,1.209,NA,1.2,NA,1.194,NA,"2.7",NA,NA,NA,"3.7",NA,NA,NA,"1.4","I",NA,NA,"8","I","180","BQ",NA,NA,"31.449",NA,"195.0",NA,"4.78",NA,"6.31",NA,NA,NA,"42",NA,NA,NA,NA,NA,18.6
"129","gtmpcnut",2018-09-04 17:00:00,"2","4",NA,"0.047",NA,0.092,NA,0.004,"I","0.008","Q","0.022","Q",0.03,NA,0.034,NA,0.88,NA,0.85,NA,0.846,NA,"20",NA,NA,NA,"25",NA,NA,NA,"7.1",NA,NA,NA,"26",NA,"110","BQ",NA,NA,"31.799",NA,"7120.5",NA,"6.53",NA,"7.36",NA,NA,NA,"22",NA,NA,NA,NA,NA,9.56521739130435
"130","gtmpcnut",2018-10-22 17:00:00,"2","4",NA,"0.046",NA,0.078,NA,0.035,NA,"0.008",NA,"0.024",NA,0.032,NA,0.067,NA,0.872,NA,0.84,NA,0.805,NA,"4.4","A",NA,NA,"5.8","A",NA,NA,"2.3","I",NA,NA,"12",NA,"210","Q",NA,NA,"24.558",NA,"9944.3",NA,"5.33",NA,"6.94",NA,NA,NA,"27",NA,NA,NA,NA,NA,11.1794871794872
"131","gtmpcnut",2018-11-05 17:00:00,"2","4",NA,"0.037",NA,0.068,NA,0.023,NA,"0.005","Q","0.018","Q",0.023,NA,0.046,NA,0.763,NA,0.74,NA,0.717,NA,"1.4","I",NA,NA,"1.4","I",NA,NA,"1.2","U",NA,NA,"6","I","190","BQ",NA,NA,"22.72",NA,"5646.2",NA,"5.42",NA,"7.14",NA,NA,NA,"21",NA,NA,NA,NA,NA,11.2205882352941
"132","gtmpcnut",2018-12-03 17:00:00,"2","4",NA,"0.033",NA,0.06,NA,0.025,NA,"0.005",NA,"0.26",NA,0.26,NA,0.285,NA,1.15,NA,0.89,NA,0.865,NA,"1.3","I",NA,NA,"1.8","I",NA,NA,"1.2","U",NA,NA,"6","I","150","BQ",NA,NA,"20.098",NA,"6593.1",NA,"7.22",NA,"6.97",NA,NA,NA,"28",NA,NA,NA,NA,NA,19.1666666666667
"133","gtmpcnut",2018-01-15 19:30:00,"2","5",NA,"0.037",NA,0.067,NA,0.026,NA,"0.003","U","0.015",NA,0.016,NA,0.042,NA,0.986,NA,0.97,NA,0.944,NA,"0.55","U",NA,NA,"0.79","I",NA,NA,"0.40","I",NA,NA,"7","I","220","Q",NA,NA,"13.35",NA,"607.4",NA,"8.27",NA,"6.78",NA,NA,NA,"33",NA,NA,NA,NA,NA,14.7164179104478
"134","gtmpcnut",2018-02-12 19:30:00,"2","5",NA,"0.041",NA,0.074,NA,0.027,NA,"0.003","U","0.026",NA,0.026,NA,0.053,NA,0.936,NA,0.91,NA,0.883,NA,"2.2",NA,NA,NA,"2.9",NA,NA,NA,"1.1","I",NA,NA,"11","A","320","Q",NA,NA,"19.563",NA,"265.3",NA,"6.46",NA,"6.57",NA,NA,NA,"30",NA,NA,NA,NA,NA,12.6486486486486
"135","gtmpcnut",2018-03-26 19:30:00,"2","5",NA,"0.020",NA,0.051,NA,0.005,NA,"0.002","U","0.004","U",0.004,"U",0.009,NA,0.374,NA,0.37,"I",0.365,NA,"4.2",NA,NA,NA,"5.1",NA,NA,NA,"1.3",NA,NA,NA,"10",NA,"55","AQ",NA,NA,"20.096",NA,"43364",NA,"7.26",NA,"7.86",NA,NA,NA,"5.0",NA,NA,NA,NA,NA,7.33333333333333
"136","gtmpcnut",2018-04-24 19:30:00,"2","5",NA,"0.024",NA,0.088,NA,0.008,NA,"0.004","I","0.004","U",0.004,"U",0.012,NA,0.864,NA,0.86,NA,0.852,NA,"5.0",NA,NA,NA,"7.1",NA,NA,NA,"3.0",NA,NA,NA,"21",NA,"66","Q",NA,NA,"26.274",NA,"22634.3",NA,"6.69",NA,"8.58",NA,NA,NA,"20",NA,NA,NA,NA,NA,9.81818181818182
"137","gtmpcnut",2018-05-28 19:30:00,"2","5",NA,"0.043",NA,0.096,NA,0.009,NA,"0.003","U","0.012",NA,0.012,NA,0.021,NA,1.212,NA,1.2,NA,1.191,NA,"11",NA,NA,NA,"13",NA,NA,NA,"1.8","I",NA,NA,"11",NA,"230","Q",NA,NA,"26.701",NA,"220.4",NA,"5.33",NA,"6.59",NA,NA,NA,"40",NA,NA,NA,NA,NA,12.625
"138","gtmpcnut",2018-06-11 19:30:00,"2","5",NA,"0.042",NA,0.09,NA,0.021,NA,"0.003","U","0.023",NA,0.024,NA,0.045,NA,1.224,NA,1.2,NA,1.179,NA,"4.9",NA,NA,NA,"6.3",NA,NA,NA,"2.0","I",NA,NA,"14",NA,"210","Q",NA,NA,"27.149",NA,"679.2",NA,"5.25",NA,"6.47",NA,NA,NA,"39",NA,NA,NA,NA,NA,13.6
"139","gtmpcnut",2018-07-23 19:30:00,"2","5",NA,"0.035",NA,0.11,NA,0.033,NA,"0.006",NA,"0.027",NA,0.033,NA,0.066,NA,1.033,NA,1,NA,0.967,NA,"17",NA,NA,NA,"21",NA,NA,NA,"6.8",NA,NA,NA,"29",NA,"42","Q",NA,NA,"29.384",NA,"16853.3",NA,"6.21",NA,"7.37",NA,NA,NA,"19",NA,NA,NA,NA,NA,9.39090909090909
"140","gtmpcnut",2018-08-06 19:30:00,"2","5",NA,"0.045",NA,0.084,NA,0.008,NA,"0.003","U","0.010",NA,0.012,NA,0.02,NA,1.212,NA,1.2,NA,1.192,NA,"3.5","I",NA,NA,"4.9",NA,NA,NA,"2.1","I",NA,NA,"10",NA,"120","Q",NA,NA,"32.948",NA,"489.6",NA,"4.7",NA,"6.45",NA,NA,NA,"43",NA,NA,NA,NA,NA,14.4285714285714
"141","gtmpcnut",2018-09-04 19:30:00,"2","5",NA,"0.035",NA,0.096,NA,0.004,"I","0.004","I","0.004","U",0.004,"U",0.008,NA,0.884,NA,0.88,NA,0.876,NA,"23",NA,NA,NA,"28",NA,NA,NA,"7.7",NA,NA,NA,"25",NA,"27","BQ",NA,NA,"31.924",NA,"19123.9",NA,"7.41",NA,"7.84",NA,NA,NA,"18",NA,NA,NA,NA,NA,9.20833333333333
"142","gtmpcnut",2018-10-22 19:30:00,"2","5",NA,"0.046",NA,0.083,NA,0.04,NA,"0.008",NA,"0.025",NA,0.033,NA,0.073,NA,0.903,NA,0.87,NA,0.83,NA,"5.7",NA,NA,NA,"7.8",NA,NA,NA,"3.1",NA,NA,NA,"17",NA,"120","Q",NA,NA,"24.299",NA,"13614.9",NA,"6.0",NA,"7.07",NA,NA,NA,"26",NA,NA,NA,NA,NA,10.8795180722892
